0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
39.8463,52.5572,317.3112,37926.5416,0.3808,19.9231,39.8463,19.9231,1.9923,53.1584,110.69,0.375,0.3678,18.5175,19.9231,956.449,19.9231,39.8463,19.9231,19.9231,1.9923,10957.5811,758.6399,19.9231,19.9231,0.3779,19.9231,99.6157,19.9231,19.9231
2.0,19.9231,59.7694,19.9231,19.9231,19.9231,79.6925,19.9231,39.8463,2.0,19.9231,8.9832,19.9231,39.8463,3.9846,19.9231,82.9086,19.9231,19.9231,0.3622,1.9923,45.4946,240.7228,1.9923,0.0913,1.9923,21.0,19.9231,1.9923,19.9231
53.1584,19.9231,52.5572,37926.5416,19.9231,19.9231,99.6157,19.9231,0.3808,317.3112,19.9231,0.375,110.69,0.3779,23.9078,19.9231,10957.5811,39.8463,19.9231,18.5175,39.8463,19.9231,19.9231,19.9231,19.9231,19.9231,1.9923,39.8463,19.9231,6510.0602
0.3636,0.3678,39.8463,0.3823,19.9231,19.9231,212.6327,0.3721,0.354,19.9231,0.3252,119.5388,39.8463,0.3636,19.9231,4.0,234.2849,19.9231,2.0,0.365,19.9231,0.3622,19.9231,39.8463,159.3851,0.3622,19.9231,20.5801,1.9923,19.9231
19.9231,0.3779,10957.5811,0.3808,317.3112,19.9231,53.1584,18.5175,52.5572,79.6925,39.8463,19.9231,37926.5416,39.8463,39.8463,19.9231,19.9231,19.9231,39.8463,19.9231,1.9923,19.9231,19.9231,99.6157,39.8463,0.3678,19.9231,19.9231,1.9923,19.9231
0.3636,0.3678,0.3823,39.8463,19.9231,19.9231,212.6327,0.3721,0.3252,39.8463,0.354,19.9231,119.5388,0.3636,234.2849,4.0,19.9231,19.9231,19.9231,19.9231,2.0,0.365,0.3622,19.9231,159.3851,19.9231,19.9231,0.365,1.9923,39.8463
19.9231,1.9923,39.8463,19.9231,39.8463,0.3678,18.5175,39.8463,317.3112,0.3808,10957.5811,19.9231,0.3779,52.5572,79.6925,53.1584,37926.5416,19.9231,956.449,19.9231,41.8386,19.9231,19.9231,19.9231,39.8463,19.9231,0.375,110.69,126.9857,1.9923
19.9231,0.3808,317.3112,53.1584,0.3779,10957.5811,52.5572,18.5175,37926.5416,19.9231,39.8463,19.9231,19.9231,19.9231,19.9231,1.9923,19.9231,39.8463,99.6157,79.6925,19.9231,0.3678,0.375,39.8463,19.9231,19.9231,110.69,39.8463,39.8463,23.9078
19.9231,0.3622,19.9231,18.261,19.9231,0.3398,39.8463,19.9231,39.8463,0.040999999999999995,39.8463,19.9231,19.9231,0.3636,1.9923,0.3779,0.3707,308.3529,716.1536,1.9923,19.9231,19.9231,1.9923,1.9923,151.7244,126.9857,2.0,1078.8887,19.9231,39.8463
19.9231,39.8463,1.9923,19.9231,19.9231,2.0,716.1536,1.9923,0.3636,0.040999999999999995,39.8463,39.8463,19.9231,1.9923,1078.8887,19.9231,286.1964,308.3529,19.9231,0.3779,19.9231,39.8463,39.8463,39.8463,19.9231,18.261,19.9231,79.6925,0.3779,19.9231
0.3779,308.3529,39.8463,39.8463,1.9923,19.9231,0.040999999999999995,19.9231,18.261,0.3398,126.9857,19.9231,1.9923,39.8463,19.9231,0.3636,19.9231,19.9231,716.1536,1.9923,19.9231,41.8386,19.9231,39.8463,79.6925,19.9231,151.7244,39.8463,2.0,19.9231
39.8463,19.9231,39.8463,0.3779,126.9857,19.9231,19.9231,308.3529,0.3398,1.9923,19.9231,19.9231,41.8386,18.261,151.7244,0.040999999999999995,19.9231,19.9231,39.8463,1.9923,79.6925,19.9231,0.3636,19.9231,716.1536,0.3707,1.9923,1.9923,39.8463,19.9231
19.9231,39.8463,1.9923,19.9231,39.8463,0.3678,39.8463,18.5175,317.3112,0.3808,10957.5811,19.9231,956.449,19.9231,52.5572,53.1584,0.3779,79.6925,37926.5416,19.9231,41.8386,19.9231,19.9231,19.9231,3.9846,0.375,110.69,19.9231,19.9231,39.8463
0.3398,19.9231,19.9231,19.9231,19.9231,151.7244,1.9923,0.3707,39.8463,39.8463,18.261,126.9857,0.3779,19.9231,308.3529,1.9923,19.9231,19.9231,41.8386,0.040999999999999995,0.3622,0.3636,1.9923,39.8463,19.9231,19.9231,716.1536,79.6925,1.9923,19.9231
19.9231,0.3707,1.9923,151.7244,19.9231,0.3398,19.9231,19.9231,126.9857,39.8463,39.8463,0.3779,18.261,308.3529,19.9231,19.9231,19.9231,41.8386,1.9923,0.3622,0.040999999999999995,39.8463,79.6925,1.9923,0.3636,19.9231,19.9231,716.1536,19.9231,1.9923
